invoice_id,item_id,quantity
2521,1-70408-579-9,2
2521,0-88310-438-5,1
2522,0-02-947686-0,3
2522,1-60642-190-5,2
2522,1-208-92581-4,3
2522,1-222-32214-5,1
2523,1-965813-56-9,2
2523,0-311-52527-X,3
2523,1-884638-12-0,4
2523,1-160-77306-8,3
2523,1-278-82083-3,3
2523,1-107-39856-8,3
2524,0-9878492-7-1,1
2524,1-04-310548-4,2
2524,1-4467-6096-0,3
2525,1-56486-493-6,4
2525,1-82092-463-7,1
2525,1-933260-00-9,3
2525,1-4467-6096-0,1
2525,0-7631-7289-8,4
2525,1-890677-17-5,1
2525,0-8216-5501-9,2
2525,1-66068-167-7,2
2526,1-4407-1966-7,4
2526,0-289-91901-0,1
2526,0-232-08154-9,4
2526,1-184-45618-6,4
2526,1-01-376732-2,4
2526,0-682-99878-8,2
2526,1-129-18864-7,2
2526,1-320-98453-3,2
2526,0-02-380423-8,4
2527,1-208-92581-4,4
2527,1-69103-395-2,1
2528,1-160-77306-8,4
2528,1-9751-8430-0,4
2528,1-01-376732-2,2
2528,0-8007-9637-3,3
2528,1-4083-0399-X,3
2528,1-83164-707-9,1
2529,1-83164-707-9,2
2529,0-9878492-7-1,3
2530,0-9878492-7-1,2
2530,0-667-81667-4,2
2530,1-208-92581-4,4
2530,0-596-89331-0,3
2530,1-71447-910-2,3
2530,1-65593-056-7,2
2530,1-5220-1394-6,4
2530,0-942663-19-5,4
2531,1-158-30233-9,1
2531,1-208-92581-4,4
2531,1-59157-301-7,1
2531,1-4407-1966-7,1
2531,1-9751-8430-0,2
2531,0-942663-19-5,3
2531,1-4274-3175-2,3
2532,0-8216-5501-9,1
2532,0-7631-7289-8,3
2532,1-71447-910-2,3
2533,1-208-92581-4,3
2533,1-184-45618-6,3
2533,0-668-16718-1,4
2533,0-9878492-7-1,1
2533,1-66068-167-7,1
2533,0-16-871315-2,1
2533,0-14-678009-4,2
2533,0-682-99878-8,2
2534,0-493-95641-7,4
2534,1-67777-184-4,2
2534,1-4457-9816-6,1
2534,0-14-678009-4,3
2534,1-107-39856-8,3
2534,0-942663-19-5,1
2534,1-64504-451-3,3
2534,0-539-97347-5,1
2535,1-129-18864-7,4
2535,1-5339-0165-1,4
2535,0-688-92085-3,2
2535,0-493-95641-7,4
2535,0-469-21982-3,3
2535,1-66068-167-7,1
2535,0-86177-963-0,1
2535,1-237-95200-X,4
2536,0-8189-0617-0,1
2536,1-67482-003-8,2
2536,0-577-58554-1,3
2536,0-365-25576-9,2
2536,0-8007-9637-3,3
2537,1-890677-17-5,4
2537,0-682-99878-8,4
2537,1-9751-8430-0,1
2537,1-00-166641-0,1
2537,0-942663-19-5,4
2537,1-83164-707-9,1
2537,0-16-871315-2,2
2537,1-01-376732-2,2
2538,1-4274-3175-2,3
2538,1-9751-8430-0,1
2538,1-237-95200-X,2
2538,0-12-286448-4,4
2538,1-229-04757-3,3
2539,0-232-08154-9,1
2539,0-469-21982-3,1
2539,1-4476-3417-9,2
2539,0-02-947686-0,2
2539,1-4407-1966-7,1
2539,1-4467-6096-0,3
2540,1-278-82083-3,4
2540,1-5339-0165-1,4
2540,1-884638-12-0,2
2540,0-12-286448-4,1
2540,1-320-98453-3,2
2540,0-239-93663-9,4
2541,0-18-258946-3,4
2541,0-14-678009-4,1
2542,0-12-286448-4,2
2542,1-00-166641-0,1
2542,0-248-44413-1,1
2542,1-69103-395-2,2
2542,0-86177-963-0,2
2542,1-933260-00-9,1
2542,1-00-096050-1,4
2542,1-66068-167-7,4
2543,1-207-93326-0,4
2543,1-227-05897-7,2
2543,1-67482-003-8,4
2544,1-158-30233-9,1
2544,0-9514693-2-0,3
2544,1-4467-6096-0,3
2544,1-71447-910-2,1
2544,0-7631-7289-8,3
2544,1-933260-00-9,4
2544,1-237-95200-X,1
2545,0-682-99878-8,1
2545,0-458-05510-7,3
2546,0-493-95641-7,2
2546,1-64504-451-3,4
2547,1-69103-395-2,3
2547,0-12-286448-4,4
2547,1-118-05964-6,4
2547,1-75223-297-6,3
2547,1-71447-910-2,1
2547,1-227-05897-7,4
2547,1-207-93326-0,4
2548,0-9878492-7-1,4
2548,1-354-00803-0,4
2548,0-86177-963-0,1
2548,1-229-04757-3,2
2548,0-88310-438-5,4
2548,1-82092-463-7,4
2548,0-539-97347-5,4
2548,0-8216-5501-9,1
2548,1-4545-6428-8,2
2549,1-229-04757-3,4
2549,0-667-81667-4,3
2549,1-67482-003-8,1
2549,1-64504-451-3,3
2549,1-222-32214-5,1
2549,1-5220-1394-6,4
2549,1-239-86834-0,2
2550,1-4274-3175-2,2
2550,0-7141-8546-9,2
2550,0-447-44840-4,2
2550,1-01-376732-2,3
2550,0-239-93663-9,4
2551,1-82092-463-7,1
2551,0-9514693-2-0,2
2551,0-88310-438-5,3
2551,0-476-73108-9,2
2551,0-289-91901-0,2
2551,1-118-05964-6,1
2551,0-86177-963-0,1
2551,1-4257-3976-8,3
2551,0-87173-237-8,3
2552,0-383-11312-1,1
2552,1-84426-958-2,2
2552,1-160-77306-8,2
2552,1-00-096050-1,3
2552,1-354-00803-0,3
2552,1-67482-003-8,3
2552,0-06-087973-4,4
2552,1-4545-6428-8,3
2553,1-5220-1394-6,2
2553,1-60642-190-5,3
2553,0-688-92085-3,2
2553,1-184-45618-6,3
2553,1-4457-9816-6,2
2553,1-5339-0165-1,3
2554,0-7127-8604-X,2
2554,0-12-286448-4,4
2554,0-8216-5501-9,1
2554,1-118-05964-6,4
2554,0-02-947686-0,4
2554,0-302-41872-5,1
2554,1-59126-379-4,2
2555,0-311-52527-X,4
2555,1-4476-3417-9,1
2555,0-577-58554-1,3
2555,1-107-39856-8,4
2555,1-118-05964-6,3
2556,0-248-44413-1,2
2556,0-8007-9637-3,4
2556,1-884638-12-0,3
2557,1-64504-451-3,1
2557,1-75223-297-6,2
2558,0-447-44840-4,1
2558,1-4494-5955-2,4
2558,1-83164-707-9,1
2558,0-9878492-7-1,1
2558,1-354-00803-0,3
2558,0-668-16718-1,2
2559,0-596-89331-0,4
2559,0-8189-0617-0,1
2559,0-668-16718-1,3
2559,0-493-95641-7,3
2559,0-7127-8604-X,4
2559,0-289-91901-0,2
2559,0-7631-7289-8,3
2560,1-71447-910-2,2
2560,1-01-376732-2,1
2561,0-02-947686-0,1
2561,0-8216-5501-9,2
2561,1-222-32214-5,3
2561,0-289-91901-0,4
2561,1-4467-6096-0,2
2561,0-86177-963-0,2
2561,1-890677-17-5,2
2561,1-70408-579-9,2
2562,1-354-00803-0,4
2562,1-04-310548-4,4
2562,1-00-166641-0,3
2563,0-942663-19-5,3
2563,1-64504-451-3,4
2563,1-237-95200-X,2
2563,0-539-97347-5,4
2563,0-289-91901-0,1
2564,0-01-717479-1,4
2564,1-71447-910-2,2
2564,1-320-98453-3,4
2564,0-14-678009-4,3
2564,0-682-99878-8,3
2565,0-469-21982-3,4
2565,0-667-81667-4,2
2565,1-67482-003-8,1
2565,0-668-16718-1,2
2565,0-02-947686-0,3
2566,1-4457-9816-6,2
2566,1-4274-3175-2,4
2566,0-88310-438-5,3
2566,0-8007-9637-3,4
2567,1-184-45618-6,1
2567,0-539-97347-5,1
2567,1-64504-451-3,2
2567,1-84426-958-2,4
2567,1-9751-8430-0,2
2568,1-64504-451-3,1
2568,0-688-92085-3,4
2568,1-4545-6428-8,3
2568,0-87173-237-8,2
2568,0-493-95641-7,2
2568,1-04-310548-4,2
2568,1-890677-17-5,4
2568,0-667-81667-4,4
2568,0-8189-0617-0,4
2569,1-71447-910-2,2
2569,1-83164-707-9,2
2569,0-8216-5501-9,3
2569,0-05-597353-1,2
2569,1-70408-579-9,3
2570,1-82092-463-7,3
2570,1-9751-8430-0,1
2570,1-890677-17-5,3
2571,0-493-95641-7,1
2571,1-4257-3976-8,4
2571,0-8189-0617-0,4
2571,0-239-93663-9,4
2571,1-67777-184-4,2
2571,0-592-74293-8,3
2571,1-354-00803-0,3
2571,0-311-52527-X,3
2571,0-447-44840-4,3
2572,1-4257-3976-8,1
2572,1-933260-00-9,3
2572,1-4274-3175-2,1
2572,0-9514693-2-0,1
2572,0-7631-7289-8,3
2572,1-227-05897-7,2
2572,0-02-380423-8,1
2572,1-354-00803-0,4
2573,1-59157-301-7,3
2573,1-278-82083-3,1
2573,0-05-597353-1,4
2574,0-248-44413-1,3
2574,1-239-86834-0,4
2575,0-01-717479-1,1
2575,0-05-597353-1,3
2575,1-160-77306-8,2
2575,1-118-05964-6,4
2576,0-18-258946-3,4
2576,0-9878492-7-1,3
2576,0-16-871315-2,2
2576,1-70408-579-9,4
2576,0-01-717479-1,2
2576,0-248-44413-1,1
2576,1-4457-9816-6,3
2577,1-65593-056-7,2
2577,0-596-89331-0,1
2577,1-884638-12-0,1
2577,0-232-08154-9,4
2577,1-227-05897-7,1
2577,1-237-95200-X,4
2577,0-667-81667-4,4
2577,1-82092-463-7,2
2578,0-383-11312-1,1
2578,1-75223-297-6,3
2578,1-107-39856-8,3
2579,1-4545-6428-8,4
2579,0-539-97347-5,1
2579,0-18-258946-3,3
2580,0-7631-7289-8,2
2580,0-239-93663-9,1
2580,1-4274-3175-2,2
2580,0-9878492-7-1,1
2580,0-539-97347-5,4
2580,1-320-98453-3,4
2580,0-16-871315-2,3
2580,0-682-99878-8,1
2581,0-248-44413-1,3
2581,1-222-32214-5,2
2582,1-237-95200-X,3
2582,1-4457-9816-6,2
2582,1-208-92581-4,2
2582,1-00-166641-0,3
2582,0-7631-7289-8,3
2582,0-86177-963-0,3
2583,1-884638-12-0,2
2583,0-351-94756-6,3
2583,0-682-99878-8,4
2583,1-184-45618-6,2
2583,1-75223-297-6,2
2584,0-01-717479-1,2
2584,1-4457-9816-6,3
2584,1-933260-00-9,3
2585,0-257-20790-2,4
2585,1-107-39856-8,2
2585,1-65593-056-7,2
2586,1-4476-3417-9,3
2586,1-9751-8430-0,3
2586,1-59157-301-7,4
2586,0-667-81667-4,4
2586,1-227-05897-7,2
2587,1-69103-395-2,3
2587,0-289-91901-0,3
2587,0-239-93663-9,2
2587,0-7631-7289-8,3
2587,0-7141-8546-9,4
2587,1-70408-579-9,4
2587,1-237-95200-X,4
2587,1-4494-5955-2,2
2587,0-86177-963-0,1
2588,1-227-05897-7,3
2588,0-476-73108-9,4
2589,1-9751-8430-0,1
2589,0-8216-5501-9,2
2590,0-01-717479-1,4
2590,0-05-597353-1,2
2590,0-351-94756-6,4
2590,0-232-08154-9,3
2590,1-160-77306-8,1
2590,0-88310-438-5,2
2590,1-4407-1966-7,3
2591,1-5339-0165-1,1
2591,1-65593-056-7,3
2591,1-67482-003-8,2
2591,1-227-05897-7,1
2591,1-00-096050-1,1
2591,0-8189-0617-0,3
2591,0-02-947686-0,2
2591,1-67777-184-4,4
2592,0-86177-963-0,2
2592,0-18-258946-3,3
2593,1-67777-184-4,3
2593,0-458-05510-7,4
2593,1-00-166641-0,2
2593,1-884638-12-0,2
2593,1-59157-301-7,1
2593,0-476-73108-9,3
2593,1-965813-56-9,2
2593,1-5339-0165-1,3
2593,1-82092-463-7,2
2594,1-278-82083-3,3
2594,1-82092-463-7,2
2595,1-965813-56-9,4
2595,1-227-05897-7,4
2596,1-160-77306-8,2
2596,1-884638-12-0,1
2596,0-539-97347-5,2
2596,1-4545-6428-8,3
2596,1-5437-3256-9,3
2596,1-4476-3417-9,3
2597,0-9514693-2-0,2
2597,0-9878492-7-1,2
2597,1-71447-910-2,1
2597,1-60642-190-5,2
2597,1-222-32214-5,1
2598,0-01-717479-1,4
2598,1-4083-0399-X,2
2598,1-129-18864-7,3
2598,1-64504-451-3,2
2598,1-04-310548-4,2
2598,0-7127-8604-X,2
2598,0-942663-19-5,4
2599,1-4457-9816-6,3
2599,1-5220-1394-6,3
2599,1-71447-910-2,1
2599,0-8007-9637-3,1
2599,0-365-25576-9,3
2599,1-00-096050-1,4
2599,0-668-16718-1,1
2599,0-06-087973-4,1
2600,1-4257-3976-8,1
2600,0-596-89331-0,1
2600,0-7127-8604-X,4
2600,1-278-82083-3,1
2600,1-4407-1966-7,4
2601,1-9751-8430-0,1
2601,1-890677-17-5,4
2601,1-01-376732-2,2
2602,1-59157-301-7,2
2602,1-70408-579-9,3
2602,1-69103-395-2,3
2602,0-239-93663-9,4
2602,0-7141-8546-9,3
2603,0-688-92085-3,1
2603,1-158-30233-9,1
2603,1-4467-6096-0,1
2604,1-229-04757-3,4
2604,1-4257-3976-8,1
2605,1-320-98453-3,1
2605,0-05-597353-1,1
2605,1-107-39856-8,2
2606,1-933260-00-9,2
2606,0-7631-7289-8,2
2606,1-71447-910-2,3
2606,0-8216-5501-9,4
2606,0-88310-438-5,1
2606,0-383-11312-1,1
2606,1-4274-3175-2,3
2606,1-4467-6096-0,2
2606,0-458-05510-7,1
2607,0-469-21982-3,3
2607,0-88310-438-5,1
2607,1-4257-3976-8,2
2608,1-160-77306-8,3
2608,0-9514693-2-0,4
2608,0-489-42461-9,2
2608,1-5437-3256-9,3
2609,1-184-45618-6,2
2609,1-84426-958-2,3
2609,0-01-717479-1,1
2609,1-00-096050-1,4
2609,1-129-18864-7,1
2609,0-8216-5501-9,1
2609,0-05-597353-1,1
2609,1-4274-3175-2,2
2609,1-5220-1394-6,1
2610,0-493-95641-7,4
2610,0-16-871315-2,3
2610,0-06-087973-4,3
2610,0-469-21982-3,1
2610,0-302-41872-5,1
2611,1-00-096050-1,3
2611,1-965813-56-9,4
2611,0-493-95641-7,4
2611,0-383-11312-1,1
2612,0-458-05510-7,1
2612,1-83164-707-9,2
2612,1-4457-9816-6,4
2613,1-00-096050-1,4
2613,1-118-05964-6,4
2614,0-7631-7289-8,4
2614,1-229-04757-3,1
2614,1-164-11369-0,1
2614,1-884638-12-0,3
2614,1-4545-6428-8,1
2614,1-64504-451-3,1
2614,0-447-44840-4,3
2614,1-208-92581-4,4
2615,0-365-25576-9,4
2615,0-8189-0617-0,2
2615,1-184-45618-6,2
2615,1-75223-297-6,2
2615,0-248-44413-1,2
2615,1-227-05897-7,4
2616,0-232-08154-9,2
2616,0-383-11312-1,3
2616,1-229-04757-3,3
2616,1-164-11369-0,1
2616,1-60642-190-5,3
2616,0-688-92085-3,1
2617,1-320-98453-3,2
2617,1-4457-9816-6,3
2618,1-239-86834-0,2
2618,0-539-97347-5,3
2618,0-8216-5501-9,4
2618,0-942663-19-5,3
2618,1-965813-56-9,4
2618,1-00-166641-0,4
2618,0-383-11312-1,1
2618,1-354-00803-0,1
2619,0-493-95641-7,3
2619,1-107-39856-8,3
2619,1-9751-8430-0,3
2619,0-539-97347-5,1
2619,0-447-44840-4,1
2619,1-75223-297-6,3
2619,1-59126-379-4,2
2620,0-02-380423-8,1
2620,1-158-30233-9,4
2621,1-60642-190-5,4
2621,0-87173-237-8,1
2621,0-248-44413-1,2
2621,1-890677-17-5,4
2621,0-469-21982-3,4
2621,0-7127-8604-X,2
2621,0-942663-19-5,2
2622,1-184-45618-6,4
2622,0-7141-8546-9,3
2622,1-64504-451-3,3
2622,1-118-05964-6,3
2622,0-365-25576-9,3
2622,1-222-32214-5,3
2623,0-16-871315-2,3
2623,0-86177-963-0,3
2623,1-4476-3417-9,3
2623,1-82092-463-7,3
2623,1-965813-56-9,2
2623,0-02-947686-0,3
2624,0-365-25576-9,4
2624,0-688-92085-3,2
2624,1-01-376732-2,3
2624,1-933260-00-9,2
2624,0-86177-963-0,4
2624,1-70408-579-9,3
2624,1-04-310548-4,2
2625,0-489-42461-9,2
2625,1-67777-184-4,1
2625,0-682-99878-8,3
2625,0-02-380423-8,3
2626,1-158-30233-9,1
2626,0-02-947686-0,2
2626,0-7127-8604-X,4
2626,1-208-92581-4,2
2626,1-320-98453-3,4
2626,1-84426-958-2,3
2626,1-67777-184-4,4
2626,0-668-16718-1,1
2627,1-207-93326-0,1
2627,1-107-39856-8,2
2627,1-64504-451-3,2
2627,0-16-871315-2,1
2627,1-4494-5955-2,2
2627,1-129-18864-7,2
2627,1-75223-297-6,1
2627,0-668-16718-1,2
2628,0-351-94756-6,3
2628,0-682-99878-8,3
2628,1-207-93326-0,1
2628,1-64504-451-3,4
2628,1-184-45618-6,4
2628,1-107-39856-8,3
2628,1-71447-910-2,1
2628,1-75223-297-6,3
2629,1-67777-184-4,3
2629,1-60642-190-5,2
2629,1-239-86834-0,3
2629,0-682-99878-8,2
2629,1-933260-00-9,4
2629,1-56486-493-6,1
2629,1-83164-707-9,4
2630,0-257-20790-2,4
2630,1-70408-579-9,3
2630,1-965813-56-9,3
2630,1-207-93326-0,3
2630,0-7631-7289-8,3
2630,0-539-97347-5,4
2630,1-59126-379-4,2
2630,1-9751-8430-0,2
2631,1-229-04757-3,1
2631,1-129-18864-7,4
2631,1-66068-167-7,1
2631,1-70408-579-9,2
2631,1-82092-463-7,4
2632,0-476-73108-9,2
2632,1-118-05964-6,2
2632,0-7127-8604-X,3
2632,1-354-00803-0,3
2632,0-9878492-7-1,1
2632,1-227-05897-7,4
2632,0-257-20790-2,2
2633,1-83164-707-9,3
2633,0-489-42461-9,4
2634,1-222-32214-5,4
2634,0-682-99878-8,2
2634,1-4257-3976-8,2
2634,1-278-82083-3,4
2634,1-4476-3417-9,4
2634,0-667-81667-4,4
2634,1-354-00803-0,2
2634,0-289-91901-0,4
2635,1-239-86834-0,3
2635,1-222-32214-5,4
2636,1-890677-17-5,3
2636,1-65593-056-7,4
2636,1-4083-0399-X,1
2636,1-227-05897-7,1
2636,1-66068-167-7,1
2636,0-02-380423-8,4
2636,0-87173-237-8,1
2637,0-01-717479-1,2
2637,0-7141-8546-9,4
2637,1-4545-6428-8,1
2638,1-4083-0399-X,3
2638,0-942663-19-5,4
2638,1-66068-167-7,3
2639,1-184-45618-6,1
2639,1-160-77306-8,2
2639,1-354-00803-0,2
2639,1-60642-190-5,1
2639,0-942663-19-5,2
2640,1-67482-003-8,3
2640,0-239-93663-9,4
2640,1-66068-167-7,1
2640,1-59157-301-7,3
2640,1-01-376732-2,1
2640,0-8189-0617-0,1
2640,0-667-81667-4,2
2640,0-7141-8546-9,2
2640,0-365-25576-9,4
2641,1-59157-301-7,4
2641,0-06-087973-4,2
2641,1-890677-17-5,2
2641,1-5339-0165-1,1
2641,0-302-41872-5,3
2641,1-320-98453-3,3
2641,0-469-21982-3,4
2641,0-596-89331-0,4
2642,0-7631-7289-8,2
2642,0-351-94756-6,3
2642,1-65593-056-7,2
2642,1-4476-3417-9,4
2642,1-4494-5955-2,1
2642,1-890677-17-5,1
2642,0-05-597353-1,1
2643,0-351-94756-6,2
2643,0-667-81667-4,4
2643,1-5339-0165-1,3
2644,0-86177-963-0,2
2644,0-8216-5501-9,2
2644,0-489-42461-9,2
2644,0-493-95641-7,1
2644,0-476-73108-9,4
2644,0-257-20790-2,2
2644,0-8153-0450-1,4
2645,0-14-678009-4,3
2645,0-88310-438-5,4
2645,1-4467-6096-0,1
2645,1-67777-184-4,3
2646,1-00-166641-0,4
2646,0-667-81667-4,1
2646,1-64504-451-3,4
2646,0-458-05510-7,1
2647,1-129-18864-7,1
2647,1-82092-463-7,4
2647,1-83164-707-9,4
2647,1-5220-1394-6,3
2647,0-7127-8604-X,3
2647,0-592-74293-8,1
2647,1-71447-910-2,3
2648,0-351-94756-6,4
2648,1-208-92581-4,4
2648,1-4457-9816-6,3
2649,1-890677-17-5,4
2649,0-8007-9637-3,1
2649,1-933260-00-9,2
2649,1-164-11369-0,1
2649,0-447-44840-4,3
2649,0-942663-19-5,2
2649,1-83164-707-9,4
2649,0-87173-237-8,1
2649,1-66068-167-7,1
2650,1-965813-56-9,3
2650,0-248-44413-1,3
2650,1-56486-493-6,1
2651,1-5339-0165-1,4
2651,0-289-91901-0,3
2651,0-7631-7289-8,4
2651,0-592-74293-8,1
2651,1-107-39856-8,3
2652,0-302-41872-5,2
2652,1-04-310548-4,4
2653,1-9751-8430-0,1
2653,1-00-166641-0,3
2653,1-00-096050-1,1
2653,1-83164-707-9,3
2653,0-383-11312-1,2
2654,0-302-41872-5,4
2654,1-229-04757-3,2
2654,1-118-05964-6,1
2654,1-890677-17-5,4
2655,0-942663-19-5,2
2655,0-7141-8546-9,3
2655,1-4274-3175-2,1
2656,1-222-32214-5,1
2656,0-351-94756-6,3
2656,1-69103-395-2,3
2656,0-7127-8604-X,2
2656,1-9751-8430-0,1
2656,0-489-42461-9,2
2656,0-596-89331-0,1
2656,1-4494-5955-2,4
2656,1-164-11369-0,1
2657,0-668-16718-1,1
2657,1-04-310548-4,4
2657,1-107-39856-8,3
2657,1-890677-17-5,2
2657,1-933260-00-9,1
2658,0-351-94756-6,3
2658,0-257-20790-2,1
2658,1-129-18864-7,2
2658,1-4083-0399-X,3
2658,0-365-25576-9,2
2658,1-4257-3976-8,2
2658,1-69103-395-2,2
2658,1-84426-958-2,2
2658,1-82092-463-7,3
2659,1-64504-451-3,4
2659,0-539-97347-5,3
2659,1-160-77306-8,2
2659,0-942663-19-5,2
2659,1-84426-958-2,2
2659,0-02-947686-0,1
2659,1-229-04757-3,4
2660,1-278-82083-3,4
2660,1-67777-184-4,2
2660,1-01-376732-2,3
2660,1-160-77306-8,1
2660,1-00-166641-0,1
2660,0-458-05510-7,4
2661,1-01-376732-2,1
2661,1-56486-493-6,1
2661,0-489-42461-9,4
2661,0-7631-7289-8,1
2661,0-8007-9637-3,3
2661,1-222-32214-5,3
2661,1-75223-297-6,3
2662,1-4407-1966-7,2
2662,0-351-94756-6,4
2662,1-354-00803-0,1
2662,1-65593-056-7,3
2662,0-16-871315-2,4
2662,1-00-096050-1,3
2662,1-82092-463-7,3
2662,1-84426-958-2,2
2662,0-8007-9637-3,3
2663,1-158-30233-9,3
2663,1-5339-0165-1,3
2663,0-476-73108-9,3
2663,0-16-871315-2,4
2663,0-88310-438-5,2
2663,0-7631-7289-8,4
2663,0-311-52527-X,1
2663,1-4083-0399-X,2
2664,1-965813-56-9,2
2664,1-160-77306-8,2
2665,0-383-11312-1,3
2665,1-208-92581-4,1
2665,1-320-98453-3,4
2665,1-354-00803-0,4
2665,1-64504-451-3,2
2665,1-59126-379-4,1
2665,0-7127-8604-X,1
2665,1-66068-167-7,3
2666,0-942663-19-5,2
2666,1-70408-579-9,2
2667,0-668-16718-1,2
2667,0-365-25576-9,4
2667,0-493-95641-7,4
2667,1-01-376732-2,4
2667,1-4274-3175-2,3
2667,0-7631-7289-8,1
2667,0-06-087973-4,1
2668,0-447-44840-4,1
2668,0-476-73108-9,4
2669,0-365-25576-9,1
2669,1-4467-6096-0,3
2669,1-4274-3175-2,2
2669,0-577-58554-1,1
2670,1-890677-17-5,2
2670,0-539-97347-5,4
2670,0-02-947686-0,3
2670,1-227-05897-7,1
2670,1-5339-0165-1,3
2671,1-965813-56-9,1
2671,0-02-380423-8,2
2671,0-8189-0617-0,3
2671,0-596-89331-0,4
2671,1-56486-493-6,2
2671,1-884638-12-0,3
2671,1-5437-3256-9,4
2672,0-592-74293-8,4
2672,0-458-05510-7,3
2672,0-02-380423-8,1
2672,0-383-11312-1,4
2672,1-239-86834-0,1
2672,1-59126-379-4,1
2672,0-9878492-7-1,4
2672,0-87173-237-8,1
2673,0-232-08154-9,4
2673,1-107-39856-8,1
2673,0-02-947686-0,4
2673,1-890677-17-5,2
2673,0-8189-0617-0,1
2673,1-4494-5955-2,2
2673,0-476-73108-9,4
2673,1-164-11369-0,3
2674,0-8007-9637-3,1
2674,0-14-678009-4,1
2674,0-668-16718-1,3
2674,0-232-08154-9,2
2674,0-592-74293-8,3
2674,0-8216-5501-9,1
2675,0-14-678009-4,2
2675,1-59126-379-4,4
2675,0-476-73108-9,3
2675,1-66068-167-7,4
2676,1-82092-463-7,2
2676,0-239-93663-9,1
2676,1-884638-12-0,4
2676,1-67482-003-8,1
2676,1-4274-3175-2,1
2676,1-4083-0399-X,2
2676,1-354-00803-0,2
2676,1-5220-1394-6,4
2677,1-83164-707-9,4
2677,1-00-166641-0,1
2677,0-232-08154-9,3
2677,1-60642-190-5,1
2677,1-227-05897-7,2
2677,0-12-286448-4,1
2677,0-592-74293-8,4
2678,0-447-44840-4,3
2678,1-229-04757-3,2
2679,1-107-39856-8,1
2679,1-67482-003-8,1
2679,0-682-99878-8,4
2679,1-71447-910-2,2
2680,1-60642-190-5,2
2680,1-00-166641-0,1
2680,1-4257-3976-8,4
2680,0-458-05510-7,3
2680,0-447-44840-4,1
2680,1-965813-56-9,1
2680,1-158-30233-9,2
2681,1-107-39856-8,1
2681,0-232-08154-9,3
2681,0-577-58554-1,3
2682,1-933260-00-9,2
2682,0-8153-0450-1,1
2682,1-5437-3256-9,4
2682,1-70408-579-9,4
2682,1-56486-493-6,1
2682,1-4467-6096-0,1
2682,0-489-42461-9,1
2683,1-66068-167-7,3
2683,1-67777-184-4,3
2683,0-239-93663-9,2
2684,0-489-42461-9,3
2684,0-18-258946-3,4
2684,0-86177-963-0,1
2684,0-688-92085-3,4
2684,1-237-95200-X,3
2684,1-278-82083-3,3
2685,1-4476-3417-9,3
2685,0-458-05510-7,2
2686,1-01-376732-2,3
2686,1-229-04757-3,1
2686,0-667-81667-4,1
2686,0-682-99878-8,3
2686,1-4274-3175-2,3
2686,0-351-94756-6,1
2686,1-04-310548-4,1
2686,1-59126-379-4,3
2687,1-70408-579-9,1
2687,1-4467-6096-0,4
2687,1-4494-5955-2,4
2687,0-12-286448-4,2
2687,0-682-99878-8,3
2687,0-05-597353-1,4
2687,1-64504-451-3,3
2687,1-5339-0165-1,4
2688,0-7141-8546-9,4
2688,0-596-89331-0,2
2688,1-184-45618-6,2
2688,0-302-41872-5,3
2688,0-02-380423-8,4
2688,1-5339-0165-1,2
2688,1-4457-9816-6,1
2689,1-118-05964-6,3
2689,1-129-18864-7,1
2689,0-302-41872-5,4
2689,1-66068-167-7,3
2689,1-4083-0399-X,3
2689,0-7141-8546-9,2
2689,1-5339-0165-1,4
2690,0-489-42461-9,3
2690,0-289-91901-0,3
2690,0-257-20790-2,2
2690,0-16-871315-2,4
2691,0-667-81667-4,4
2691,1-4083-0399-X,3
2691,0-577-58554-1,2
2691,0-8007-9637-3,1
2691,1-56486-493-6,3
2691,1-118-05964-6,3
2691,0-383-11312-1,4
2691,0-469-21982-3,3
2692,0-365-25576-9,2
2692,0-493-95641-7,3
2692,1-83164-707-9,4
2692,1-75223-297-6,1
2692,0-06-087973-4,2
2692,0-02-380423-8,1
2693,1-04-310548-4,4
2693,1-229-04757-3,4
2693,1-64504-451-3,4
2693,1-354-00803-0,2
2693,0-493-95641-7,4
2694,1-67777-184-4,4
2694,0-9514693-2-0,1
2694,1-59157-301-7,3
2694,0-9878492-7-1,1
2694,0-16-871315-2,3
2694,1-160-77306-8,4
2694,0-05-597353-1,3
2695,1-129-18864-7,3
2695,0-8153-0450-1,1
2695,1-69103-395-2,3
2695,0-539-97347-5,3
2695,0-06-087973-4,4
2695,0-05-597353-1,3
2695,0-239-93663-9,2
2695,0-02-947686-0,1
2695,1-227-05897-7,3
2696,0-489-42461-9,4
2696,0-9514693-2-0,4
2696,1-59157-301-7,4
2697,1-320-98453-3,1
2697,1-56486-493-6,4
2697,1-70408-579-9,2
2697,0-01-717479-1,1
2697,1-5339-0165-1,3
2697,0-469-21982-3,4
2697,0-87173-237-8,3
2698,1-56486-493-6,1
2698,1-239-86834-0,4
2698,0-8007-9637-3,3
2698,1-83164-707-9,3
2698,1-00-166641-0,1
2698,1-4467-6096-0,2
2698,1-84426-958-2,1
2698,0-592-74293-8,4
2698,1-184-45618-6,4
2699,1-129-18864-7,3
2699,0-469-21982-3,3
2700,0-688-92085-3,2
2700,1-107-39856-8,2
2700,0-01-717479-1,3
2700,1-5220-1394-6,2
2700,1-160-77306-8,1
2700,1-278-82083-3,1
2700,0-8216-5501-9,1
