inv_id,acct_id,inv_total,inv_items,acct_age,num_inv_120d,cum_tot_inv_acct,is_late
2100,44,177394.17,17,1110,29,86,0
2101,44,93417.92,17,1092,27,79,1
2102,44,208386.74,20,948,27,43,0
2103,44,69439.74,7,825,11,13,0
2104,44,261055.96,12,1109,27,84,0
2105,44,175165.04,15,915,29,37,0
2106,44,159160.62,11,1109,27,85,0
2107,44,162648.86,14,872,26,27,0
2108,44,48549.45,7,865,23,24,0
2109,44,241181.35,21,1046,31,69,0
2110,44,50298.79,6,838,16,17,0
2111,44,162219.83,17,886,27,30,0
2112,44,112607.15,12,820,10,11,0
2113,44,49036.39,7,943,30,42,0
2114,44,326540.85,24,1010,30,61,0
2115,44,104690.43,9,815,9,10,0
2116,44,191493.11,15,904,30,35,0
2117,44,53001.59,9,879,27,28,0
2118,44,141811.46,21,845,17,18,0
2119,44,125821.24,19,900,28,33,0
2120,44,259229.61,23,1022,30,65,0
2121,44,101630.31,10,834,15,16,0
2122,44,104819.0,9,951,29,46,0
2123,44,150483.79,15,952,31,48,0
2124,44,11096.05,5,867,24,25,0
2125,44,74417.07,6,933,30,40,0
2126,44,179240.07,19,1056,31,72,0
2127,44,115282.36,15,776,3,4,0
2128,44,118463.93,12,976,31,53,0
2129,44,81754.04,17,773,2,3,0
2130,44,284711.47,21,977,32,54,1
2131,44,141334.57,17,852,20,21,1
2132,44,46617.55,3,1097,27,82,0
2133,44,62299.31,5,857,21,23,0
2134,44,90935.69,10,1035,30,67,0
2135,44,38441.87,9,1040,30,68,0
2136,44,51761.55,4,1015,32,64,0
2137,44,239861.96,25,808,7,9,0
2138,44,181241.67,22,949,28,44,1
2139,44,318950.81,28,1052,31,71,0
2140,44,58307.14,13,765,1,2,0
2141,44,208672.36,12,1063,32,75,1
2142,44,274340.29,22,1112,29,87,1
2143,44,158648.42,22,927,30,38,0
2144,44,63554.23,11,1014,31,63,0
2145,45,52864.21,6,1247,7,8,0
2146,45,209995.3,19,1357,29,33,0
2147,45,163290.05,14,1481,26,60,0
2148,45,185390.12,11,1543,30,76,0
2149,45,144077.43,16,1570,28,81,1
2150,45,91241.8,7,1333,27,28,0
2151,45,135644.56,19,1567,28,80,0
2152,45,216705.98,23,1492,30,66,0
2153,45,342176.21,21,1269,14,15,0
2154,45,104518.87,7,1254,9,10,0
2155,45,50363.13,7,1473,26,57,0
2156,45,234305.97,22,1440,23,48,0
2157,45,76154.72,11,1400,25,41,0
2158,45,178313.05,18,1419,23,43,0
2159,45,139006.85,18,1228,1,2,0
2160,45,64651.52,6,1321,24,25,0
2161,45,110527.65,15,1260,12,13,0
2162,45,195286.13,21,1560,30,78,0
2163,45,67847.77,11,1310,22,23,0
2164,45,228580.94,22,1583,28,83,0
2165,45,258356.16,24,1465,27,56,0
2166,45,224142.63,18,1441,24,49,0
2167,45,57799.91,3,1353,27,31,0
2168,45,112286.05,20,1585,28,84,0
2169,45,91010.76,17,1464,26,55,0
2170,45,90552.5,8,1386,23,38,0
2171,45,133511.22,14,1309,21,22,0
2172,45,224736.72,12,1580,27,82,0
2173,45,243181.73,23,1227,0,1,1
2174,45,183363.02,21,1473,26,58,0
2175,45,108931.18,7,1564,28,79,0
2176,45,30780.15,9,1365,26,34,0
2177,45,30312.66,5,1244,6,7,0
2178,45,162170.7,14,1536,32,75,0
2179,45,185056.71,16,1346,28,29,0
2180,45,128915.98,12,1313,23,24,0
2181,45,239663.42,19,1534,31,74,0
2182,45,223334.03,16,1484,30,64,0
2183,45,67521.2,12,1258,11,12,0
2184,45,113929.5,18,1482,28,62,0
2185,45,189480.75,19,1510,32,71,0
2186,45,197571.55,21,1441,24,50,0
2187,45,136014.99,18,1391,23,39,0
2188,45,185360.86,22,1481,26,61,0
2189,45,226820.51,26,1493,30,67,0
2190,45,250510.52,18,1255,10,11,0
2191,45,243808.75,22,1326,25,26,0
2192,45,216936.38,16,1301,20,21,0
2193,45,176233.12,10,1265,13,14,0
2194,45,110105.09,16,1299,19,20,0
2195,45,193706.77,15,1247,7,9,0
2196,45,242404.47,21,1495,31,68,0
2197,45,22374.48,5,1376,25,37,0
2198,45,233294.95,21,1280,15,16,0
2199,45,352488.24,28,1288,17,18,0
2200,45,11372.79,5,1555,29,77,0
2201,45,126739.54,11,1503,31,69,0
2202,45,95371.92,10,1509,31,70,0
2203,45,96071.43,12,1476,26,59,0
2204,45,145884.32,17,1393,24,40,0
2205,45,33138.7,9,1329,26,27,0
2206,45,253793.67,19,1488,30,65,1
2207,45,233071.88,15,1483,29,63,0
2208,45,136039.41,12,1448,25,52,0
2209,45,77171.56,7,1456,25,54,0
2210,45,192608.16,12,1429,25,47,0
2211,45,186892.44,18,1372,26,36,0
2212,45,200660.42,15,1237,3,4,0
2213,45,286180.52,24,1453,25,53,0
2214,45,68640.34,4,1424,24,46,0
2215,45,42658.64,4,1370,25,35,0
2216,45,261433.11,25,1410,22,42,0
2217,45,98642.26,9,1286,16,17,0
2218,45,348725.29,24,1419,23,44,0
2219,45,144165.68,16,1231,2,3,0
2220,45,99738.38,12,1353,27,32,0
2221,45,174947.91,18,1520,31,72,0
2222,45,188940.38,22,1349,27,30,0
2223,45,37812.5,5,1289,18,19,0
2224,45,28790.91,6,1241,5,6,0
2225,45,210091.12,26,1531,30,73,0
2226,45,47963.14,3,1420,24,45,0
2227,45,268289.87,13,1446,25,51,0
2228,45,75080.12,8,1238,4,5,0
2229,46,62489.18,6,1123,9,10,0
2230,46,131902.86,14,1389,27,70,1
2231,46,31642.07,12,1300,24,49,0
2232,46,196310.14,19,1381,27,68,0
2233,46,167929.81,10,1102,1,2,0
2234,46,140016.36,10,1216,33,34,0
2235,46,367882.6,24,1154,17,18,0
2236,46,247643.52,26,1139,13,14,1
2237,46,77024.34,5,1174,23,24,0
2238,46,73421.31,9,1107,2,3,0
2239,46,170620.0,20,1437,22,75,0
2240,46,38331.1,5,1378,26,66,0
2241,46,249168.53,18,1422,24,74,0
2242,46,60237.6,6,1219,34,35,0
2243,46,153240.43,15,1293,24,48,0
2244,46,213719.9,28,1230,32,37,1
2245,46,112846.63,11,1171,22,23,0
2246,46,263067.58,27,1321,24,54,0
2247,46,89160.31,7,1281,26,46,0
2248,46,78503.54,6,1349,22,59,0
2249,46,52712.5,10,1180,24,25,0
2250,46,209269.16,20,1271,27,44,0
2251,46,98387.25,10,1222,34,36,0
2252,46,175752.44,18,1417,24,73,1
2253,46,99313.85,11,1126,10,11,0
2254,46,28283.79,4,1201,29,30,0
2255,46,84983.09,9,1371,23,63,0
2256,46,168741.82,19,1312,21,50,0
2257,46,118912.38,9,1158,18,19,0
2258,46,10677.63,5,1290,24,47,0
2259,46,143564.38,14,1137,12,13,0
2260,46,92951.59,8,1279,25,45,0
2261,46,172443.02,23,1377,25,65,0
2262,46,149155.0,18,1100,0,1,1
2263,46,187582.04,21,1380,26,67,0
2264,46,90990.68,13,1118,8,9,0
2265,46,64330.38,7,1196,28,29,0
2266,46,214745.03,14,1183,26,27,0
2267,46,78598.17,17,1324,24,55,0
2268,46,121405.22,11,1180,24,26,0
2269,46,130716.3,21,1267,26,42,1
2270,46,155297.22,9,1337,22,57,0
2271,46,254797.5,22,1316,23,52,0
2272,46,127970.57,12,1270,26,43,0
2273,46,147948.83,11,1108,3,4,0
2274,46,183458.12,19,1205,30,31,0
2275,46,247208.77,19,1375,24,64,0
2276,46,68852.22,13,1367,21,61,0
2277,46,296898.72,25,1394,27,72,0
2278,46,14842.13,4,1208,32,33,0
2279,46,92695.54,15,1166,20,21,0
2280,46,148324.24,13,1230,32,38,0
2281,46,217058.45,24,1116,6,7,0
2282,46,71217.95,10,1184,27,28,0
2283,46,199503.72,20,1205,30,32,0
2284,46,208199.23,25,1148,15,16,0
2285,46,275773.4,28,1259,26,40,0
2286,46,108496.4,17,1116,6,8,0
2287,46,36705.9,4,1382,28,69,0
2288,46,114143.69,13,1443,21,76,0
2289,46,173310.78,21,1164,19,20,0
2290,46,183262.74,15,1359,21,60,0
2291,46,56614.55,8,1314,22,51,0
2292,46,190190.42,23,1318,23,53,0
2293,46,183942.65,13,1168,21,22,0
2294,46,202579.84,20,1128,11,12,0
2295,46,222404.37,20,1368,22,62,1
2296,46,53303.13,13,1153,16,17,0
2297,46,25923.27,5,1146,14,15,0
2298,46,72154.33,7,1336,22,56,0
2299,46,149140.29,23,1114,4,5,1
2300,46,215565.79,21,1115,5,6,0
2301,46,188114.92,16,1337,22,58,0
2302,46,235007.39,20,1389,27,71,0
2303,46,22291.81,4,1239,29,39,0
2304,46,33888.09,4,1265,26,41,0
2305,47,265245.39,24,1077,13,34,1
2306,47,27941.42,3,1057,13,32,0
2307,47,66910.48,11,862,9,10,0
2308,47,54190.7,4,973,11,21,0
2309,47,126736.18,11,1108,14,38,0
2310,47,35334.7,9,787,0,1,0
2311,47,288847.73,18,833,5,6,0
2312,47,110904.58,10,807,1,2,0
2313,47,23730.34,8,1003,12,26,0
2314,47,139331.05,14,1069,12,33,0
2315,47,153637.07,15,981,13,23,0
2316,47,49861.41,7,882,12,13,0
2317,47,204158.4,21,833,5,7,0
2318,47,39117.47,9,988,12,24,0
2319,47,144214.24,8,825,4,5,0
2320,47,74965.69,6,1124,12,39,0
2321,47,62930.71,10,866,10,11,0
2322,47,212015.48,16,973,11,22,0
2323,47,42464.59,9,1091,16,37,0
2324,47,183670.44,16,990,13,25,0
2325,47,15466.13,7,1042,13,29,0
2326,47,252650.15,23,1086,15,36,1
2327,47,97773.42,8,877,11,12,0
2328,47,230637.15,22,922,14,16,0
2329,47,150553.97,16,943,14,19,0
2330,47,178071.77,16,844,7,8,0
2331,47,51919.65,10,1019,12,27,0
2332,47,183036.1,18,1045,13,30,1
2333,47,100777.62,11,892,13,14,0
2334,47,209524.83,11,852,8,9,0
2335,47,52867.44,11,1139,13,40,0
2336,47,19302.6,2,1056,12,31,0
2337,47,133854.95,13,943,14,20,0
2338,47,298999.85,23,928,13,17,0
2339,47,127748.47,24,931,14,18,0
2340,47,106604.76,17,911,13,15,0
2341,47,148905.16,14,807,1,3,0
2342,47,108822.7,9,1025,13,28,0
2343,47,50277.72,10,1083,14,35,0
2344,47,242851.26,17,815,3,4,0
2345,48,195531.53,21,873,18,37,0
2346,48,26891.68,8,943,19,46,0
2347,48,221330.3,16,818,13,25,1
2348,48,269874.12,22,963,19,49,1
2349,48,309304.37,15,657,5,6,0
2350,48,261081.44,21,756,17,20,1
2351,48,60397.97,6,656,4,5,1
2352,48,2034.8,5,811,12,24,0
2353,48,93114.11,9,672,7,8,1
2354,48,144905.22,16,704,11,12,1
2355,48,79057.13,15,897,19,41,0
2356,48,172423.01,13,859,16,33,0
2357,48,34867.3,6,851,14,30,0
2358,48,134913.9,8,819,14,26,0
2359,48,358223.76,28,733,15,16,1
2360,48,184810.12,21,918,20,43,1
2361,48,265522.76,23,870,17,36,1
2362,48,65398.58,11,981,20,54,0
2363,48,59869.36,10,709,13,14,0
2364,48,43136.98,6,670,6,7,0
2365,48,68965.38,14,884,18,40,0
2366,48,33272.51,6,967,20,50,0
2367,48,76331.15,6,640,2,3,0
2368,48,158625.22,18,685,10,11,1
2369,48,199499.78,17,957,17,47,1
2370,48,197895.02,23,646,3,4,1
2371,48,230143.75,25,967,20,51,1
2372,48,15032.17,5,836,14,29,0
2373,48,141766.5,10,627,0,1,0
2374,48,178068.95,16,875,19,38,1
2375,48,74201.78,10,740,16,17,0
2376,48,54640.21,7,864,16,34,0
2377,48,146122.01,11,631,1,2,0
2378,48,20105.4,7,827,13,27,0
2379,48,261748.55,26,755,16,19,0
2380,48,221158.11,21,673,8,9,1
2381,48,40454.14,6,680,9,10,0
2382,48,133263.39,15,778,15,22,0
2383,48,321366.02,23,962,18,48,0
2384,48,255496.51,20,900,19,42,1
2385,48,128805.57,15,980,19,53,1
2386,48,143577.88,12,705,12,13,1
2387,48,190703.99,23,929,20,44,1
2388,48,130425.64,14,856,14,31,1
2389,48,246436.56,22,721,14,15,1
2390,48,210450.24,23,883,17,39,1
2391,48,58756.46,18,745,17,18,0
2392,48,180055.1,12,828,14,28,1
2393,48,151681.16,22,868,16,35,0
2394,48,231321.46,27,971,22,52,1
2395,48,171633.85,19,936,20,45,1
2396,48,156915.3,18,857,15,32,1
2397,48,32283.84,6,758,18,21,0
2398,48,64628.85,7,805,12,23,0
2399,49,95003.37,11,647,12,31,0
2400,49,167837.28,23,622,13,28,0
2401,49,53883.31,4,557,14,21,0
2402,49,39209.42,3,565,16,23,0
2403,49,131259.24,15,627,15,30,0
2404,49,48004.13,6,524,13,18,0
2405,49,194783.23,19,464,8,9,0
2406,49,31177.96,2,501,12,13,0
2407,49,119243.12,19,397,1,2,0
2408,49,80444.62,9,512,13,15,0
2409,49,211566.52,17,672,14,35,0
2410,49,41750.64,5,501,12,14,0
2411,49,236136.85,20,486,11,12,0
2412,49,116755.02,18,399,2,3,0
2413,49,133613.96,12,409,4,5,0
2414,49,79091.61,12,561,15,22,0
2415,49,157151.92,24,617,14,27,1
2416,49,103227.35,12,651,13,32,0
2417,49,175814.45,21,681,15,37,0
2418,49,120380.71,18,549,13,20,1
2419,49,102675.84,12,565,16,24,0
2420,49,57801.23,7,715,17,43,0
2421,49,131623.54,9,519,13,16,0
2422,49,148332.83,13,719,17,44,0
2423,49,272563.95,26,622,13,29,0
2424,49,177021.61,16,450,6,7,0
2425,49,41814.2,3,383,0,1,0
2426,49,225893.29,19,485,10,11,0
2427,49,243292.14,24,451,7,8,0
2428,49,77837.38,7,400,3,4,0
2429,49,165324.2,9,676,15,36,0
2430,49,44167.88,5,684,16,39,0
2431,49,11539.17,4,596,15,26,0
2432,49,99209.44,12,686,15,40,0
2433,49,25040.34,2,586,15,25,0
2434,49,94028.94,6,739,18,46,0
2435,49,211966.73,22,714,16,42,0
2436,49,149493.54,15,522,12,17,0
2437,49,15791.94,4,736,18,45,0
2438,49,162888.14,18,667,14,34,0
2439,49,48482.39,3,475,9,10,0
2440,49,170556.0,15,713,15,41,0
2441,49,38296.92,8,683,15,38,0
2442,49,130009.96,17,539,12,19,0
2443,49,34616.39,8,663,13,33,0
2444,49,166440.78,12,414,5,6,0
2445,50,152752.08,12,1123,1,2,0
2446,50,127133.44,11,1301,19,32,0
2447,50,98101.5,6,1307,22,35,0
2448,50,38507.27,4,1465,17,59,0
2449,50,164568.51,11,1206,15,16,0
2450,50,31138.02,4,1216,17,18,0
2451,50,122718.38,10,1421,21,53,0
2452,50,7570.57,4,1125,2,3,0
2453,50,199705.77,17,1300,18,31,0
2454,50,237027.79,16,1420,21,52,0
2455,50,272662.61,17,1366,21,44,0
2456,50,250059.81,23,1332,19,37,0
2457,50,103022.44,15,1170,8,9,0
2458,50,261816.54,25,1219,18,19,0
2459,50,219622.05,16,1399,21,50,0
2460,50,130951.73,15,1234,20,21,0
2461,50,94655.23,8,1272,21,28,0
2462,50,207793.7,19,1417,20,51,0
2463,50,101373.56,16,1255,18,24,0
2464,50,152657.61,19,1387,20,48,0
2465,50,139606.37,18,1202,13,14,0
2466,50,271550.96,25,1392,21,49,0
2467,50,91456.41,8,1121,0,1,0
2468,50,58288.06,14,1134,4,5,0
2469,50,176282.34,14,1196,12,13,0
2470,50,264285.46,23,1382,20,47,0
2471,50,27845.34,4,1348,22,42,0
2472,50,155396.87,17,1259,20,26,0
2473,50,114898.44,13,1206,15,17,0
2474,50,35295.88,3,1170,8,10,0
2475,50,11449.22,3,1262,21,27,0
2476,50,145858.9,17,1159,6,7,0
2477,50,164234.43,25,1304,21,34,0
2478,50,43146.92,5,1240,21,22,0
2479,50,25042.42,4,1290,21,30,0
2480,50,143140.08,12,1336,21,39,0
2481,50,85075.12,7,1179,10,11,0
2482,50,67576.52,8,1205,14,15,0
2483,50,142714.91,14,1160,7,8,0
2484,50,134056.73,20,1256,19,25,1
2485,50,45422.6,11,1463,17,57,0
2486,50,232583.52,21,1435,17,54,0
2487,50,46623.24,8,1280,21,29,0
2488,50,204359.53,18,1125,2,4,0
2489,50,166638.6,21,1461,16,56,0
2490,50,93846.13,13,1302,20,33,0
2491,50,38815.49,7,1458,15,55,0
2492,50,183999.43,11,1344,21,41,0
2493,50,207836.03,19,1145,5,6,0
2494,50,203499.63,11,1229,19,20,0
2495,50,110522.79,12,1251,18,23,0
2496,50,225020.4,21,1464,17,58,0
2497,50,54162.46,8,1365,20,43,0
2498,50,55690.06,6,1334,20,38,0
2499,50,202934.52,19,1380,19,46,1
2500,50,145839.4,16,1179,10,12,0
2501,50,43765.77,5,1314,23,36,0
2502,50,183399.36,8,1343,20,40,0
2503,50,51044.14,5,1376,20,45,0
2504,51,12606.12,8,1268,6,9,0
2505,51,186912.12,19,1124,1,2,0
2506,51,98362.08,17,1186,5,6,1
2507,51,302120.97,22,1172,3,4,1
2508,51,172076.1,15,1083,0,1,0
2509,51,279374.64,22,1237,6,8,0
2510,51,236104.76,18,1200,6,7,1
2511,51,67236.55,14,1403,2,12,0
2512,51,180268.7,19,1175,4,5,1
2513,51,46990.32,7,1291,6,10,0
2514,51,134581.32,8,1154,2,3,0
2515,51,171612.2,13,1342,3,11,0
2516,52,271240.14,25,1693,6,18,0
2517,52,205556.46,23,1655,2,14,0
2518,52,131409.48,12,1442,1,2,0
2519,52,36643.64,5,1666,3,15,0
2520,52,111796.03,15,1446,2,3,0
2521,52,154365.37,10,1508,7,8,0
2522,52,60256.39,9,1593,7,13,0
2523,52,242935.09,18,1470,4,5,0
2524,52,72765.78,6,1476,5,6,0
2525,52,265635.29,18,1697,8,20,1
2526,52,182051.16,27,1750,8,22,0
2527,52,35706.7,5,1429,0,1,0
2528,52,111313.46,17,1683,4,16,0
2529,52,63147.92,5,1768,9,23,0
2530,52,253542.85,24,1696,7,19,0
2531,52,102996.71,15,1691,5,17,0
2532,52,133979.88,7,1517,9,10,0
2533,52,199890.82,17,1588,7,12,0
2534,52,160062.39,18,1514,8,9,0
2535,52,253477.33,23,1524,10,11,1
2536,52,103113.09,11,1458,3,4,0
2537,52,173508.31,19,1743,7,21,0
2538,52,146007.2,13,1488,6,7,0
2539,53,84993.97,10,1103,20,54,0
2540,53,231812.73,17,981,12,33,0
2541,53,34654.05,5,867,20,22,0
2542,53,176827.57,17,1029,20,47,0
2543,53,113735.4,10,801,7,8,0
2544,53,244898.87,16,841,16,17,0
2545,53,27070.34,4,1004,15,39,0
2546,53,33131.46,6,839,15,16,0
2547,53,256306.38,23,854,19,20,0
2548,53,214836.17,26,810,10,11,0
2549,53,221303.97,18,1031,21,48,0
2550,53,80096.03,13,795,6,7,0
2551,53,187364.45,18,791,4,5,0
2552,53,241662.48,21,920,19,27,0
2553,53,246961.45,15,1024,17,44,0
2554,53,156775.99,18,844,17,18,0
2555,53,179827.05,15,801,7,9,0
2556,53,63993.95,9,932,16,29,0
2557,53,60732.54,3,848,18,19,0
2558,53,128344.77,12,1067,22,52,0
2559,53,280276.03,20,988,12,36,0
2560,53,41848.75,3,923,18,28,0
2561,53,248893.65,18,987,13,35,0
2562,53,24881.14,11,774,3,4,0
2563,53,114575.47,14,1007,15,40,0
2564,53,125900.55,16,1000,14,38,0
2565,53,90091.22,12,898,21,26,0
2566,53,103685.69,13,965,12,31,0
2567,53,91662.56,10,886,21,24,0
2568,53,300515.47,26,1081,22,53,0
2569,53,182280.5,12,809,9,10,0
2570,53,54020.96,7,862,20,21,0
2571,53,144302.05,27,891,22,25,0
2572,53,153891.23,16,1009,16,41,0
2573,53,50320.12,8,759,1,2,0
2574,53,154724.9,7,791,4,6,0
2575,53,98002.14,10,1054,20,50,0
2576,53,205473.33,19,832,14,15,0
2577,53,132790.74,19,988,12,37,0
2578,53,151743.48,7,1026,19,46,0
2579,53,100719.39,8,974,12,32,0
2580,53,246342.28,18,1025,18,45,0
2581,53,69762.58,5,867,20,23,0
2582,53,192509.46,16,951,15,30,0
2583,53,137482.14,13,814,12,13,0
2584,53,55927.7,8,1012,16,42,0
2585,53,136129.8,8,810,10,12,0
2586,53,66597.85,16,773,2,3,0
2587,53,345166.73,26,820,13,14,0
2588,53,67806.44,7,1032,22,49,0
2589,53,24114.86,3,1055,21,51,0
2590,53,122980.23,19,743,0,1,0
2591,53,133232.39,17,985,12,34,0
2592,53,68518.5,5,1012,16,43,0
2593,54,213593.02,22,965,32,36,0
2594,54,49815.11,5,874,11,12,0
2595,54,83989.6,8,831,2,3,0
2596,54,142000.4,14,965,32,37,0
2597,54,81170.92,8,1120,35,80,0
2598,54,91241.74,19,1006,35,48,0
2599,54,141405.71,17,1124,35,81,0
2600,54,109543.72,11,1009,35,49,0
2601,54,75606.3,7,1146,30,86,0
2602,54,146115.87,15,1102,32,75,0
2603,54,42900.78,3,1003,32,45,0
2604,54,58925.48,5,976,34,40,0
2605,54,60478.44,4,888,12,13,0
2606,54,281894.53,19,853,4,5,0
2607,54,12785.27,6,1158,33,90,0
2608,54,128243.11,12,1004,33,46,0
2609,54,153733.71,16,938,28,29,0
2610,54,153051.01,12,1048,32,61,0
2611,54,96908.78,12,926,27,28,0
2612,54,60555.64,7,945,30,32,0
2613,54,47051.68,8,892,14,15,0
2614,54,174164.14,18,871,10,11,0
2615,54,226871.18,16,1005,34,47,0
2616,54,120938.14,13,916,22,23,0
2617,54,29403.89,5,916,22,24,0
2618,54,219669.83,22,1082,33,69,0
2619,54,196146.41,16,1016,33,51,0
2620,54,6751.75,5,979,35,41,0
2621,54,209966.51,19,923,25,26,0
2622,54,204378.29,19,826,1,2,0
2623,54,193701.52,17,1039,31,57,0
2624,54,289244.8,20,891,13,14,0
2625,54,12739.49,9,903,20,21,0
2626,54,193136.95,21,1063,34,65,0
2627,54,168604.24,13,944,29,31,0
2628,54,308612.21,22,895,15,16,0
2629,54,260664.29,19,902,19,20,0
2630,54,309044.34,24,1046,32,60,0
2631,54,67594.58,12,1142,31,85,0
2632,54,162397.81,17,939,29,30,0
2633,54,71346.61,7,1010,36,50,0
2634,54,172374.08,26,1020,33,53,0
2635,54,87714.83,7,848,3,4,0
2636,54,113777.51,15,870,9,10,0
2637,54,39205.29,7,864,6,7,0
2638,54,64262.18,10,1087,32,71,0
2639,54,85879.78,8,994,32,44,0
2640,54,204087.08,21,1147,31,87,0
2641,54,248989.66,23,1111,33,77,0
2642,54,119052.51,14,860,5,6,0
2643,54,122170.35,9,1034,33,56,0
2644,54,194091.95,17,1151,33,89,0
2645,54,93039.49,11,1064,35,66,0
2646,54,45435.02,10,898,17,18,0
2647,54,238942.74,19,1108,32,76,0
2648,54,58742.75,11,945,30,33,0
2649,54,239218.41,19,980,36,42,0
2650,54,121174.72,7,949,31,34,0
2651,54,299104.68,15,923,25,27,0
2652,54,34351.92,6,1135,33,84,0
2653,54,78639.14,10,864,6,8,0
2654,54,159769.69,11,1045,31,59,0
2655,54,38252.55,6,869,8,9,0
2656,54,196005.62,18,918,24,25,0
2657,54,134745.73,11,819,0,1,0
2658,54,133805.18,20,895,15,17,0
2659,54,183665.2,18,1091,33,72,0
2660,54,140737.53,15,1074,32,68,0
2661,54,150362.76,16,1055,33,62,0
2662,54,189494.4,25,1129,33,82,0
2663,54,323599.24,22,899,18,19,0
2664,54,64054.04,4,1043,32,58,0
2665,54,125750.74,19,972,34,39,0
2666,54,50523.12,4,1016,33,52,0
2667,54,212250.19,19,1072,32,67,0
2668,54,51879.54,5,1098,32,73,0
2669,54,115467.63,7,1060,33,64,0
2670,54,173337.12,13,904,21,22,0
2671,54,175732.13,19,1024,33,55,0
2672,54,169907.36,19,1150,32,88,0
2673,54,213105.36,21,1113,34,78,0
2674,54,116190.38,11,1100,32,74,0
2675,54,111880.44,13,1118,34,79,0
2676,54,124882.52,17,986,34,43,0
2677,54,188163.07,16,1022,34,54,0
2678,54,32747.24,5,966,34,38,0
2679,54,83703.84,8,1055,33,63,0
2680,54,73988.08,14,1131,32,83,0
2681,54,52454.21,7,1084,34,70,0
2682,54,180766.41,14,952,31,35,0
2683,55,64678.57,8,1250,10,33,0
2684,55,222709.57,18,1093,9,20,0
2685,55,19633.29,5,957,7,8,0
2686,55,103522.68,16,1090,10,19,0
2687,55,312977.03,25,1167,9,27,0
2688,55,189063.75,18,1221,10,31,0
2689,55,225133.29,20,1021,13,16,0
2690,55,173029.27,12,970,8,9,0
2691,55,140523.88,23,1150,6,24,0
2692,55,192372.9,13,1158,7,25,0
2693,55,118885.44,18,971,9,10,0
2694,55,205094.23,19,916,3,4,0
2695,55,191739.33,23,896,1,2,0
2696,55,68148.92,12,1232,10,32,0
2697,55,237748.86,18,1107,9,21,0
2698,55,390016.25,23,997,11,12,1
2699,55,3946.92,6,915,2,3,0
2700,55,170195.73,12,894,0,1,0
2701,55,137954.75,9,1121,9,22,0
2702,55,110174.46,15,1184,9,28,0
2703,55,77868.26,10,1026,14,17,0
2704,55,42202.17,7,1218,9,30,0
2705,55,25043.76,6,1158,7,26,0
2706,55,199453.12,19,920,4,5,0
2707,55,92822.86,10,1138,7,23,0
2708,55,180190.91,27,1009,13,14,1
2709,55,224350.1,23,948,6,7,0
2710,55,79307.09,5,1004,12,13,0
2711,55,24074.31,6,1048,12,18,0
2712,55,181446.21,21,979,10,11,0
2713,55,216589.35,18,1013,14,15,0
2714,55,171890.25,17,947,5,6,0
2715,55,38969.4,7,1188,10,29,0
2716,56,89373.35,15,1215,4,5,0
2717,56,261788.5,22,1422,20,36,1
2718,56,184594.69,13,1506,19,49,0
2719,56,112473.67,5,1421,19,35,0
2720,56,184335.7,19,1499,16,46,1
2721,56,246761.08,18,1466,19,44,0
2722,56,253716.8,25,1333,18,23,1
2723,56,214791.3,18,1176,0,1,1
2724,56,287629.47,19,1252,9,10,1
2725,56,72241.26,16,1331,17,22,1
2726,56,39033.23,10,1427,21,38,0
2727,56,126492.03,19,1329,16,21,1
2728,56,175093.99,15,1317,14,18,0
2729,56,102284.18,5,1501,17,47,0
2730,56,85005.38,13,1369,19,29,0
2731,56,79762.63,7,1361,21,28,0
2732,56,116208.5,15,1479,18,45,0
2733,56,49613.55,4,1455,17,41,0
2734,56,118246.82,19,1317,14,19,0
2735,56,108726.99,9,1360,20,27,0
2736,56,103599.81,13,1247,7,8,0
2737,56,306681.4,21,1345,17,24,0
2738,56,144265.57,13,1190,2,3,0
2739,56,145447.04,17,1221,5,6,1
2740,56,158546.39,20,1503,18,48,1
2741,56,77669.08,15,1351,18,25,0
2742,56,229502.0,11,1512,20,50,0
2743,56,185743.49,17,1407,16,31,0
2744,56,119595.67,11,1416,17,33,0
2745,56,149676.22,18,1411,16,32,1
2746,56,139228.41,15,1451,18,40,0
2747,56,92106.22,13,1306,13,16,0
2748,56,82204.66,14,1290,14,15,0
2749,56,233607.52,16,1457,18,42,0
2750,56,220656.25,20,1267,10,11,1
2751,56,16052.68,7,1352,19,26,0
2752,56,96651.2,5,1281,12,13,0
2753,56,154848.3,24,1284,13,14,1
2754,56,214341.37,15,1269,11,12,0
2755,56,200414.5,14,1460,19,43,0
2756,56,39714.59,10,1398,17,30,0
2757,56,131968.21,13,1178,1,2,1
2758,56,46003.81,11,1247,7,9,0
2759,56,99126.52,11,1315,13,17,0
2760,56,230817.75,14,1436,21,39,0
2761,56,163266.11,15,1519,20,51,0
2762,56,129558.36,24,1319,15,20,1
2763,56,127987.5,18,1420,18,34,1
2764,56,84244.05,7,1425,21,37,0
2765,56,77442.25,7,1246,6,7,0
2766,56,149527.97,12,1197,3,4,0
2767,57,146477.17,18,1592,23,42,0
2768,57,225048.95,21,1420,11,12,0
2769,57,140215.77,11,1582,19,38,0
2770,57,251267.81,15,1387,2,3,0
2771,57,72711.57,4,1585,20,39,0
2772,57,155739.03,18,1503,24,25,0
2773,57,59819.51,5,1609,28,49,0
2774,57,64858.7,7,1496,23,24,0
2775,57,155120.53,22,1510,24,28,0
